date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:27:34	4180/4180	---M-Z	200	added ('OK')	application/javascript	etag:W/%226846782d-1054%22	https://vinija.ai/js/aman-search.min.js	D:/Vinija_mirror/vinija.ai/js/aman-search.min.js	(from https://vinija.ai/recsys/index.html)
19:27:34	888/888	---M-Z	200	added ('OK')	application/javascript	etag:W/%226846782d-378%22	https://vinija.ai/js/ap-style-title-case.js	D:/Vinija_mirror/vinija.ai/js/ap-style-title-case.js	(from https://vinija.ai/recsys/index.html)
19:27:34	58352/58352	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-e3f0%22	https://vinija.ai/recsys/intro/	D:/Vinija_mirror/vinija.ai/recsys/intro/index.html	(from https://vinija.ai/recsys/index.html)
19:27:35	71206/71206	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-11626%22	https://vinija.ai/recsys/re-ranking/	D:/Vinija_mirror/vinija.ai/recsys/re-ranking/index.html	(from https://vinija.ai/recsys/index.html)
19:27:35	287277/287277	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-4622d%22	https://vinija.ai/recsys/candidate-gen/	D:/Vinija_mirror/vinija.ai/recsys/candidate-gen/index.html	(from https://vinija.ai/recsys/index.html)
19:27:35	161206/161206	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-275b6%22	https://vinija.ai/recsys/ranking/	D:/Vinija_mirror/vinija.ai/recsys/ranking/index.html	(from https://vinija.ai/recsys/index.html)
19:27:35	1732/1732	---M-Z	200	added ('OK')	application/javascript	etag:W/%226846782d-6c4%22	https://vinija.ai/js/nanobar.min.js	D:/Vinija_mirror/vinija.ai/js/nanobar.min.js	(from https://vinija.ai/recsys/index.html)
19:27:35	54939/54939	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-d69b%22	https://vinija.ai/recsys/callibration/	D:/Vinija_mirror/vinija.ai/recsys/callibration/index.html	(from https://vinija.ai/recsys/index.html)
19:27:35	1917/1917	---M-Z	200	added ('OK')	application/javascript	etag:W/%226846782d-77d%22	https://vinija.ai/js/mode-switcher.js	D:/Vinija_mirror/vinija.ai/js/mode-switcher.js	(from https://vinija.ai/recsys/index.html)
19:27:35	180775/180775	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-2c227%22	https://vinija.ai/recsys/architectures/	D:/Vinija_mirror/vinija.ai/recsys/architectures/index.html	(from https://vinija.ai/recsys/index.html)
19:27:39	131540/131540	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-201d4%22	https://vinija.ai/recsys/metrics/	D:/Vinija_mirror/vinija.ai/recsys/metrics/index.html	(from https://vinija.ai/recsys/index.html)
19:27:39	63048/63048	---M-Z	200	added ('OK')	application/javascript	etag:%2264c94a70-4ac9%22	http://cdnjs.cloudflare.com/ajax/libs/mathjax/2.7.1/MathJax.js?config=TeX-AMS-MML_HTMLorMML	D:/Vinija_mirror/cdnjs.cloudflare.com/ajax/libs/mathjax/2.7.1/MathJaxdda6.js	(from https://vinija.ai/recsys/index.html)
19:27:39	76629/76629	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-12b55%22	https://vinija.ai/recsys/music-rec-pyspark/	D:/Vinija_mirror/vinija.ai/recsys/music-rec-pyspark/index.html	(from https://vinija.ai/recsys/index.html)
19:27:39	107646/107646	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-1a47e%22	https://vinija.ai/recsys/search/	D:/Vinija_mirror/vinija.ai/recsys/search/index.html	(from https://vinija.ai/recsys/index.html)
19:27:40	62785/62785	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-f541%22	https://vinija.ai/recsys/transformer/	D:/Vinija_mirror/vinija.ai/recsys/transformer/index.html	(from https://vinija.ai/recsys/index.html)
19:27:40	47990/47990	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-bb76%22	https://vinija.ai/recsys/moderation/	D:/Vinija_mirror/vinija.ai/recsys/moderation/index.html	(from https://vinija.ai/recsys/index.html)
19:27:40	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://vinija.ai/recsys/gnn/	D:/Vinija_mirror/vinija.ai/recsys/gnn/index.html	(from https://vinija.ai/recsys/index.html)
19:27:40	56330/56330	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-dc0a%22	https://vinija.ai/recsys/challenges/	D:/Vinija_mirror/vinija.ai/recsys/challenges/index.html	(from https://vinija.ai/recsys/index.html)
19:27:40	10754/10754	---M-Z	200	added ('OK')	application/javascript	etag:W/%226846782d-2a02%22	https://vinija.ai/js/clipboard.min.js	D:/Vinija_mirror/vinija.ai/js/clipboard.min.js	(from https://vinija.ai/recsys/index.html)
19:27:40	135399/135399	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-210e7%22	https://vinija.ai/recsys/papers/	D:/Vinija_mirror/vinija.ai/recsys/papers/index.html	(from https://vinija.ai/recsys/index.html)
19:27:40	1056/1056	---M-Z	200	added ('OK')	application/javascript	etag:W/%226846782d-420%22	https://vinija.ai/js/copy.js	D:/Vinija_mirror/vinija.ai/js/copy.js	(from https://vinija.ai/recsys/index.html)
19:27:41	85944/85944	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-14fb8%22	https://vinija.ai/recsys/bias/	D:/Vinija_mirror/vinija.ai/recsys/bias/index.html	(from https://vinija.ai/recsys/index.html)
19:27:41	78692/78692	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-13364%22	https://vinija.ai/recsys/cold-start/	D:/Vinija_mirror/vinija.ai/recsys/cold-start/index.html	(from https://vinija.ai/recsys/index.html)
19:27:41	392232/392232	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-5fc28%22	https://vinija.ai/recsys/multi-armed-bandit/	D:/Vinija_mirror/vinija.ai/recsys/multi-armed-bandit/index.html	(from https://vinija.ai/recsys/index.html)
19:27:41	52660/52660	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-cdb4%22	https://vinija.ai/recsys/multi-objective-optimization/	D:/Vinija_mirror/vinija.ai/recsys/multi-objective-optimization/index.html	(from https://vinija.ai/recsys/index.html)
19:27:41	53229/53229	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-cfed%22	https://vinija.ai/nlp/	D:/Vinija_mirror/vinija.ai/nlp/index-2.html	(from https://vinija.ai/nlp/index.html)
19:27:42	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Jul%202025%2013:57:43%20GMT	https://vinija.ai/vision/vision	D:/Vinija_mirror/vinija.ai/vision/vision	(from https://vinija.ai/vision/)
19:27:42	54825/54825	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-d629%22	https://vinija.ai/nlp/xLSTM/	D:/Vinija_mirror/vinija.ai/nlp/xLSTM/index.html	(from https://vinija.ai/nlp/index.html)
19:27:43	117816/117816	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-1cc38%22	https://vinija.ai/nlp/word-vectors/	D:/Vinija_mirror/vinija.ai/nlp/word-vectors/index.html	(from https://vinija.ai/nlp/index.html)
19:27:43	113934/113934	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-1bd0e%22	https://vinija.ai/nlp/parameter-efficient-fine-tuning/	D:/Vinija_mirror/vinija.ai/nlp/parameter-efficient-fine-tuning/index.html	(from https://vinija.ai/nlp/index.html)
19:27:43	341872/341872	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-53770%22	https://vinija.ai/nlp/RAG/	D:/Vinija_mirror/vinija.ai/nlp/RAG/index.html	(from https://vinija.ai/nlp/index.html)
19:27:43	53791/53791	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-d21f%22	https://vinija.ai/nlp/hypernetworks/	D:/Vinija_mirror/vinija.ai/nlp/hypernetworks/index.html	(from https://vinija.ai/nlp/index.html)
19:27:43	80767/80767	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-13b7f%22	https://vinija.ai/nlp/embeddings/	D:/Vinija_mirror/vinija.ai/nlp/embeddings/index.html	(from https://vinija.ai/nlp/index.html)
19:27:44	70082/70082	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-111c2%22	https://vinija.ai/nlp/context-length-extension/	D:/Vinija_mirror/vinija.ai/nlp/context-length-extension/index.html	(from https://vinija.ai/nlp/index.html)
19:27:44	58800/58800	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-e5b0%22	https://vinija.ai/nlp/personalize-LLMs/	D:/Vinija_mirror/vinija.ai/nlp/personalize-LLMs/index.html	(from https://vinija.ai/nlp/index.html)
19:27:44	140997/140997	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-226c5%22	https://vinija.ai/nlp/prompt-engineering/	D:/Vinija_mirror/vinija.ai/nlp/prompt-engineering/index.html	(from https://vinija.ai/nlp/index.html)
19:27:45	92943/92943	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-16b0f%22	https://vinija.ai/nlp/nlp-tasks/	D:/Vinija_mirror/vinija.ai/nlp/nlp-tasks/index.html	(from https://vinija.ai/nlp/index.html)
19:27:45	58796/58796	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-e5ac%22	https://vinija.ai/nlp/regularization/	D:/Vinija_mirror/vinija.ai/nlp/regularization/index.html	(from https://vinija.ai/nlp/index.html)
19:27:45	59315/59315	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-e7b3%22	https://vinija.ai/nlp/neural-nets/	D:/Vinija_mirror/vinija.ai/nlp/neural-nets/index.html	(from https://vinija.ai/nlp/index.html)
19:27:46	58522/58522	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-e49a%22	https://vinija.ai/nlp/data-sampling/	D:/Vinija_mirror/vinija.ai/nlp/data-sampling/index.html	(from https://vinija.ai/nlp/index.html)
19:27:46	49050/49050	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-bf9a%22	https://vinija.ai/nlp/language-model/	D:/Vinija_mirror/vinija.ai/nlp/language-model/index.html	(from https://vinija.ai/nlp/index.html)
19:27:47	53572/53572	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-d144%22	https://vinija.ai/nlp/conversationalAI/	D:/Vinija_mirror/vinija.ai/nlp/conversationalAI/index.html	(from https://vinija.ai/nlp/index.html)
19:27:47	53339/53339	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-d05b%22	https://vinija.ai/nlp/AIDetect/	D:/Vinija_mirror/vinija.ai/nlp/AIDetect/index.html	(from https://vinija.ai/nlp/index.html)
19:27:47	50644/50644	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-c5d4%22	https://vinija.ai/nlp/translation/	D:/Vinija_mirror/vinija.ai/nlp/translation/index.html	(from https://vinija.ai/nlp/index.html)
19:27:48	50841/50841	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-c699%22	https://vinija.ai/nlp/WSD/	D:/Vinija_mirror/vinija.ai/nlp/WSD/index.html	(from https://vinija.ai/nlp/index.html)
19:27:48	64587/64587	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-fc4b%22	https://vinija.ai/nlp/hallucination/	D:/Vinija_mirror/vinija.ai/nlp/hallucination/index.html	(from https://vinija.ai/nlp/index.html)
19:27:48	83815/83815	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-14767%22	https://vinija.ai/nlp/attention/	D:/Vinija_mirror/vinija.ai/nlp/attention/index.html	(from https://vinija.ai/nlp/index.html)
19:27:49	54146/54146	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-d382%22	https://vinija.ai/nlp/knowledge-graphs/	D:/Vinija_mirror/vinija.ai/nlp/knowledge-graphs/index.html	(from https://vinija.ai/nlp/index.html)
19:27:49	95450/95450	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-174da%22	https://vinija.ai/nlp/architectures/	D:/Vinija_mirror/vinija.ai/nlp/architectures/index.html	(from https://vinija.ai/nlp/index.html)
19:27:49	139365/139365	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-22065%22	https://vinija.ai/nlp/mixture-of-experts/	D:/Vinija_mirror/vinija.ai/nlp/mixture-of-experts/index.html	(from https://vinija.ai/nlp/index.html)
19:27:49	366213/366213	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-59685%22	https://vinija.ai/nlp/transformers/	D:/Vinija_mirror/vinija.ai/nlp/transformers/index.html	(from https://vinija.ai/nlp/index.html)
19:27:49	70282/70282	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-1128a%22	https://vinija.ai/nlp/preproc/	D:/Vinija_mirror/vinija.ai/nlp/preproc/index.html	(from https://vinija.ai/nlp/index.html)
19:27:50	52171/52171	---M--	200	added ('OK')	image/jpeg	etag:%226846782c-cbcb%22	https://vinija.ai/recsys/assets/recsys/0.jpg	D:/Vinija_mirror/vinija.ai/recsys/assets/recsys/0.jpg	(from https://vinija.ai/recsys/intro/)
19:27:50	67902/67902	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-1093e%22	https://vinija.ai/nlp/finetuning/	D:/Vinija_mirror/vinija.ai/nlp/finetuning/index.html	(from https://vinija.ai/nlp/index.html)
19:27:50	53224/53224	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-cfe8%22	https://vinija.ai/nlp/GenerativeAI/	D:/Vinija_mirror/vinija.ai/nlp/GenerativeAI/index.html	(from https://vinija.ai/nlp/index.html)
19:27:50	7138972/7138972	---M--	200	added ('OK')	image/png	etag:%226846782c-6cee9c%22	https://vinija.ai/talks/assets/face.png	D:/Vinija_mirror/vinija.ai/talks/assets/face.png	(from https://vinija.ai/talks/index.html)
19:27:50	64212/64212	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-fad4%22	https://vinija.ai/nlp/tokenizer/	D:/Vinija_mirror/vinija.ai/nlp/tokenizer/index.html	(from https://vinija.ai/nlp/index.html)
19:27:50	239734/239734	---M--	200	added ('OK')	image/jpeg	etag:%226846782d-3a876%22	https://vinija.ai/recsys/assets/recsys/1.jpg	D:/Vinija_mirror/vinija.ai/recsys/assets/recsys/1.jpg	(from https://vinija.ai/recsys/intro/)
19:27:50	63566/63566	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-f84e%22	https://vinija.ai/nlp/metrics/	D:/Vinija_mirror/vinija.ai/nlp/metrics/index.html	(from https://vinija.ai/nlp/index.html)
19:27:51	59777/59777	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-e981%22	https://vinija.ai/vision/vision/	D:/Vinija_mirror/vinija.ai/vision/vision/index.html	(from https://vinija.ai/vision/)
19:27:51	49125/49125	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-bfe5%22	https://vinija.ai/concepts/	D:/Vinija_mirror/vinija.ai/concepts/index-2.html	(from https://vinija.ai/concepts/index.html)
19:27:51	676172/676172	---M--	200	added ('OK')	image/jpeg	etag:%226846782c-a514c%22	https://vinija.ai/recsys/assets/candgen/Indeed.jpg	D:/Vinija_mirror/vinija.ai/recsys/assets/candgen/Indeed.jpg	(from https://vinija.ai/recsys/intro/)
19:27:51	114805/114805	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-1c075%22	https://vinija.ai/concepts/reinforcement-finetuning/	D:/Vinija_mirror/vinija.ai/concepts/reinforcement-finetuning/index.html	(from https://vinija.ai/concepts/index.html)
19:27:51	635534/635534	---M--	200	added ('OK')	image/jpeg	etag:%226846782c-9b28e%22	https://vinija.ai/recsys/assets/candgen/2x2.jpg	D:/Vinija_mirror/vinija.ai/recsys/assets/candgen/2x2.jpg	(from https://vinija.ai/recsys/intro/)
19:27:52	127349/127349	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-1f175%22	https://vinija.ai/concepts/loss/	D:/Vinija_mirror/vinija.ai/concepts/loss/index.html	(from https://vinija.ai/concepts/index.html)
19:27:52	65510/65510	---M--	200	added ('OK')	image/webp	etag:%226846782c-ffe6%22	https://vinija.ai/recsys/assets/candgen/4x4.webp	D:/Vinija_mirror/vinija.ai/recsys/assets/candgen/4x4.webp	(from https://vinija.ai/recsys/intro/)
19:27:52	50373/50373	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-c4c5%22	https://vinija.ai/concepts/activation/	D:/Vinija_mirror/vinija.ai/concepts/activation/index.html	(from https://vinija.ai/concepts/index.html)
19:27:52	51336/51336	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-c888%22	https://vinija.ai/concepts/metrics/	D:/Vinija_mirror/vinija.ai/concepts/metrics/index.html	(from https://vinija.ai/concepts/index.html)
19:27:52	67950/67950	---M--	200	added ('OK')	image/webp	etag:%226846782d-1096e%22	https://vinija.ai/recsys/assets/candgen/Examples.webp	D:/Vinija_mirror/vinija.ai/recsys/assets/candgen/Examples.webp	(from https://vinija.ai/recsys/intro/)
19:27:52	143773/143773	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-2319d%22	https://vinija.ai/concepts/model-compression/	D:/Vinija_mirror/vinija.ai/concepts/model-compression/index.html	(from https://vinija.ai/concepts/index.html)
19:27:53	62930/62930	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-f5d2%22	https://vinija.ai/concepts/EM/	D:/Vinija_mirror/vinija.ai/concepts/EM/index.html	(from https://vinija.ai/concepts/index.html)
19:27:53	60788/60788	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-ed74%22	https://vinija.ai/concepts/ensemble/	D:/Vinija_mirror/vinija.ai/concepts/ensemble/index.html	(from https://vinija.ai/concepts/index.html)
19:27:53	427624/427624	---M--	200	added ('OK')	image/jpeg	etag:%226846782c-68668%22	https://vinija.ai/recsys/assets/recsys/11.jpg	D:/Vinija_mirror/vinija.ai/recsys/assets/recsys/11.jpg	(from https://vinija.ai/recsys/candidate-gen/)
19:27:53	58167/58167	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-e337%22	https://vinija.ai/concepts/grad-accum-checkpoint/	D:/Vinija_mirror/vinija.ai/concepts/grad-accum-checkpoint/index.html	(from https://vinija.ai/concepts/index.html)
19:27:53	11110/11110	---M--	200	added ('OK')	image/webp	etag:%226846782d-2b66%22	https://vinija.ai/recsys/assets/architectures/1.webp	D:/Vinija_mirror/vinija.ai/recsys/assets/architectures/1.webp	(from https://vinija.ai/recsys/candidate-gen/)
19:27:54	152725/152725	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-25495%22	https://vinija.ai/concepts/llm-alignment/	D:/Vinija_mirror/vinija.ai/concepts/llm-alignment/index.html	(from https://vinija.ai/concepts/index.html)
19:27:54	16757/16757	---M--	200	added ('OK')	image/png	etag:%226846782c-4175%22	https://vinija.ai/recsys/assets/candgen/2.png	D:/Vinija_mirror/vinija.ai/recsys/assets/candgen/2.png	(from https://vinija.ai/recsys/candidate-gen/)
19:27:54	81365/81365	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-13dd5%22	https://vinija.ai/concepts/debugML/	D:/Vinija_mirror/vinija.ai/concepts/debugML/index.html	(from https://vinija.ai/concepts/index.html)
19:27:54	92035/92035	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-16783%22	https://vinija.ai/concepts/ml-comp/	D:/Vinija_mirror/vinija.ai/concepts/ml-comp/index.html	(from https://vinija.ai/concepts/index.html)
19:27:54	27290/27290	---M--	200	added ('OK')	image/webp	etag:%226846782c-6a9a%22	https://vinija.ai/recsys/assets/candgen/3.webp	D:/Vinija_mirror/vinija.ai/recsys/assets/candgen/3.webp	(from https://vinija.ai/recsys/candidate-gen/)
19:27:54	84569/84569	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-14a59%22	https://vinija.ai/concepts/dl-comp/	D:/Vinija_mirror/vinija.ai/concepts/dl-comp/index.html	(from https://vinija.ai/concepts/index.html)
19:27:55	837174/837174	---M--	200	added ('OK')	image/jpeg	etag:%226846782c-cc636%22	https://vinija.ai/recsys/assets/recsys/17.jpg	D:/Vinija_mirror/vinija.ai/recsys/assets/recsys/17.jpg	(from https://vinija.ai/recsys/candidate-gen/)
19:27:55	82168/82168	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-140f8%22	https://vinija.ai/concepts/gnn/	D:/Vinija_mirror/vinija.ai/concepts/gnn/index.html	(from https://vinija.ai/concepts/index.html)
19:27:55	71506/71506	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-11752%22	https://vinija.ai/concepts/token-sampling/	D:/Vinija_mirror/vinija.ai/concepts/token-sampling/index.html	(from https://vinija.ai/concepts/index.html)
19:27:55	980194/980194	---M--	200	added ('OK')	image/jpeg	etag:%226846782c-ef4e2%22	https://vinija.ai/recsys/assets/recsys/18.jpg	D:/Vinija_mirror/vinija.ai/recsys/assets/recsys/18.jpg	(from https://vinija.ai/recsys/candidate-gen/)
19:27:55	53921/53921	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-d2a1%22	https://vinija.ai/concepts/detectAI/	D:/Vinija_mirror/vinija.ai/concepts/detectAI/index.html	(from https://vinija.ai/concepts/index.html)
19:27:56	718185/718185	---M--	200	added ('OK')	image/png	etag:%226846782c-af569%22	https://vinija.ai/recsys/assets/recsys/19.png	D:/Vinija_mirror/vinija.ai/recsys/assets/recsys/19.png	(from https://vinija.ai/recsys/candidate-gen/)
19:27:56	51402/51402	---M-Z	200	added ('OK')	text/html	etag:W/%226846782c-c8ca%22	https://vinija.ai/concepts/how-to/	D:/Vinija_mirror/vinija.ai/concepts/how-to/index.html	(from https://vinija.ai/concepts/index.html)
19:27:56	71026/71026	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-11572%22	https://vinija.ai/concepts/LLMOps/	D:/Vinija_mirror/vinija.ai/concepts/LLMOps/index.html	(from https://vinija.ai/concepts/index.html)
19:27:56	819171/819171	---M--	200	added ('OK')	image/jpeg	etag:%226846782c-c7fe3%22	https://vinija.ai/recsys/assets/recsys/22.jpg	D:/Vinija_mirror/vinija.ai/recsys/assets/recsys/22.jpg	(from https://vinija.ai/recsys/candidate-gen/)
19:27:56	48541/48541	---M-Z	200	added ('OK')	text/html	etag:W/%226846782d-bd9d%22	https://vinija.ai/models/	D:/Vinija_mirror/vinija.ai/models/index-2.html	(from https://vinija.ai/models/index.html)
19:27:56	121013/121013	---M--	200	added ('OK')	image/jpeg	etag:%226846782d-1d8b5%22	https://vinija.ai/recsys/assets/recsys/23.jpg	D:/Vinija_mirror/vinija.ai/recsys/assets/recsys/23.jpg	(from https://vinija.ai/recsys/candidate-gen/)
